Date,Day,TotalAttendance,PALACE_PARK_AND_GARDENS,PARK_AND_GARDENS,PARK_ONLY,SandwichesSold,AvgDailyMin,AvgDailyHigh,DailyMin,DailyMax,Weather0000,Weather0030,Weather0100,Weather0130,Weather0200,Weather0230,Weather0300,Weather0330,Weather0400,Weather0430,Weather0500,Weather0530,Weather0600,Weather0630,Weather0700,Weather0730,Weather0800,Weather0830,Weather0900,Weather0930,Weather1000,Weather1030,Weather1100,Weather1130,Weather1200,Weather1230,Weather1300,Weather1330,Weather1400,Weather1430,Weather1500,Weather1530,Weather1600,Weather1630,Weather1700,Weather1730,Weather1800,Weather1830,Weather1900,Weather1930,Weather2000,Weather2030,Weather2100,Weather2130,Weather2200,Weather2230,Weather2300,Weather2330
05/09/2022,2,1231,1158,45,28,100,14.74,23.89,13.3,24.9,5,5,5,1,5,5,1,10,10,10,16,14,16,1,10,10,1,14,16,16,1,10,10,10,10,5,5,10,5,9,9,12,12,12,12,9,5,5,5,1,1,9,6,1,8,14,9,9
06/09/2022,3,972,947,25,0,46,14,21.12,13.7,21.8,1,9,9,9,5,9,10,11,12,12,1,11,11,12,12,12,12,1,1,1,10,1,1,13,1,10,13,1,1,10,10,10,10,10,10,1,8,5,10,6,11,5,5,5,5,5,9,10
